id,pair,family,variant,budget,expected,parsed,complete,correct,formatted_answer_matches,reason,tokens,seconds
conditional_without_replacement-01-reworded,conditional_without_replacement-01,conditional_without_replacement,reworded,1024,2/7,2/7,True,True,True,correct,918,18.573535667004762
conditional_without_replacement-01-reworded,conditional_without_replacement-01,conditional_without_replacement,reworded,4096,2/7,2/7,True,True,True,correct,918,18.573535667004762
conditional_without_replacement-02-direct,conditional_without_replacement-02,conditional_without_replacement,direct,256,11/25,,False,False,False,incomplete,851,16.721481417000177
conditional_without_replacement-02-direct,conditional_without_replacement-02,conditional_without_replacement,direct,1024,11/25,11/25,True,True,True,correct,851,16.721481417000177
conditional_without_replacement-02-direct,conditional_without_replacement-02,conditional_without_replacement,direct,4096,11/25,11/25,True,True,True,correct,851,16.721481417000177
conditional_without_replacement-02-reworded,conditional_without_replacement-02,conditional_without_replacement,reworded,256,11/25,,False,False,False,incomplete,1245,22.89009675000125
conditional_without_replacement-02-reworded,conditional_without_replacement-02,conditional_without_replacement,reworded,1024,11/25,,False,False,False,incomplete,1245,22.89009675000125
conditional_without_replacement-02-reworded,conditional_without_replacement-02,conditional_without_replacement,reworded,4096,11/25,11/25,True,True,True,correct,1245,22.89009675000125
conditional_without_replacement-03-direct,conditional_without_replacement-03,conditional_without_replacement,direct,256,7/13,,False,False,False,incomplete,763,14.09489625000424
conditional_without_replacement-03-direct,conditional_without_replacement-03,conditional_without_replacement,direct,1024,7/13,7/13,True,True,True,correct,763,14.09489625000424
conditional_without_replacement-03-direct,conditional_without_replacement-03,conditional_without_replacement,direct,4096,7/13,7/13,True,True,True,correct,763,14.09489625000424
conditional_without_replacement-03-reworded,conditional_without_replacement-03,conditional_without_replacement,reworded,256,7/13,,False,False,False,incomplete,747,13.497968291994766
conditional_without_replacement-03-reworded,conditional_without_replacement-03,conditional_without_replacement,reworded,1024,7/13,7/13,True,True,True,correct,747,13.497968291994766
conditional_without_replacement-03-reworded,conditional_without_replacement-03,conditional_without_replacement,reworded,4096,7/13,7/13,True,True,True,correct,747,13.497968291994766
conditional_without_replacement-04-direct,conditional_without_replacement-04,conditional_without_replacement,direct,256,1/10,,False,False,False,incomplete,1467,26.20381316699786
conditional_without_replacement-04-direct,conditional_without_replacement-04,conditional_without_replacement,direct,1024,1/10,,False,False,False,incomplete,1467,26.20381316699786
conditional_without_replacement-04-direct,conditional_without_replacement-04,conditional_without_replacement,direct,4096,1/10,1/10,True,True,True,correct,1467,26.20381316699786
conditional_without_replacement-04-reworded,conditional_without_replacement-04,conditional_without_replacement,reworded,256,1/10,,False,False,False,incomplete,1367,25.125625209002465
conditional_without_replacement-04-reworded,conditional_without_replacement-04,conditional_without_replacement,reworded,1024,1/10,,False,False,False,incomplete,1367,25.125625209002465
conditional_without_replacement-04-reworded,conditional_without_replacement-04,conditional_without_replacement,reworded,4096,1/10,1/10,True,True,True,correct,1367,25.125625209002465
conditional_without_replacement-05-direct,conditional_without_replacement-05,conditional_without_replacement,direct,256,6/13,,False,False,False,incomplete,1647,29.881691667003906
conditional_without_replacement-05-direct,conditional_without_replacement-05,conditional_without_replacement,direct,1024,6/13,,False,False,False,incomplete,1647,29.881691667003906
conditional_without_replacement-05-direct,conditional_without_replacement-05,conditional_without_replacement,direct,4096,6/13,6/13,True,True,True,correct,1647,29.881691667003906
conditional_without_replacement-05-reworded,conditional_without_replacement-05,conditional_without_replacement,reworded,256,6/13,,False,False,False,incomplete,805,14.033545874997799
conditional_without_replacement-05-reworded,conditional_without_replacement-05,conditional_without_replacement,reworded,1024,6/13,6/13,True,True,True,correct,805,14.033545874997799
conditional_without_replacement-05-reworded,conditional_without_replacement-05,conditional_without_replacement,reworded,4096,6/13,6/13,True,True,True,correct,805,14.033545874997799
conditional_without_replacement-06-direct,conditional_without_replacement-06,conditional_without_replacement,direct,256,2/5,,False,False,False,incomplete,1430,24.94701412499853
conditional_without_replacement-06-direct,conditional_without_replacement-06,conditional_without_replacement,direct,1024,2/5,,False,False,False,incomplete,1430,24.94701412499853
conditional_without_replacement-06-direct,conditional_without_replacement-06,conditional_without_replacement,direct,4096,2/5,2/5,True,True,True,correct,1430,24.94701412499853
conditional_without_replacement-06-reworded,conditional_without_replacement-06,conditional_without_replacement,reworded,256,2/5,,False,False,False,incomplete,1634,28.667797207999683
conditional_without_replacement-06-reworded,conditional_without_replacement-06,conditional_without_replacement,reworded,1024,2/5,,False,False,False,incomplete,1634,28.667797207999683
conditional_without_replacement-06-reworded,conditional_without_replacement-06,conditional_without_replacement,reworded,4096,2/5,2/5,True,True,True,correct,1634,28.667797207999683
conditional_without_replacement-07-direct,conditional_without_replacement-07,conditional_without_replacement,direct,256,1/6,,False,False,False,incomplete,1383,25.76706045899482
conditional_without_replacement-07-direct,conditional_without_replacement-07,conditional_without_replacement,direct,1024,1/6,,False,False,False,incomplete,1383,25.76706045899482
conditional_without_replacement-07-direct,conditional_without_replacement-07,conditional_without_replacement,direct,4096,1/6,1/6,True,True,True,correct,1383,25.76706045899482
conditional_without_replacement-07-reworded,conditional_without_replacement-07,conditional_without_replacement,reworded,256,1/6,,False,False,False,incomplete,1024,19.88433412500308
conditional_without_replacement-07-reworded,conditional_without_replacement-07,conditional_without_replacement,reworded,1024,1/6,1/6,True,True,True,correct,1024,19.88433412500308
conditional_without_replacement-07-reworded,conditional_without_replacement-07,conditional_without_replacement,reworded,4096,1/6,1/6,True,True,True,correct,1024,19.88433412500308
equal_distance_speed-00-direct,equal_distance_speed-00,equal_distance_speed,direct,256,2520/73,,False,False,False,incomplete,2672,42.95090487500056
equal_distance_speed-00-direct,equal_distance_speed-00,equal_distance_speed,direct,1024,2520/73,,False,False,False,incomplete,2672,42.95090487500056
equal_distance_speed-00-direct,equal_distance_speed-00,equal_distance_speed,direct,4096,2520/73,2520/73,True,True,True,correct,2672,42.95090487500056
equal_distance_speed-00-reworded,equal_distance_speed-00,equal_distance_speed,reworded,256,2520/73,,False,False,False,incomplete,2598,41.890494458999456
equal_distance_speed-00-reworded,equal_distance_speed-00,equal_distance_speed,reworded,1024,2520/73,,False,False,False,incomplete,2598,41.890494458999456
equal_distance_speed-00-reworded,equal_distance_speed-00,equal_distance_speed,reworded,4096,2520/73,,True,False,False,format,2598,41.890494458999456
equal_distance_speed-01-direct,equal_distance_speed-01,equal_distance_speed,direct,256,1947/46,,False,False,False,incomplete,4096,66.28642374999981
equal_distance_speed-01-direct,equal_distance_speed-01,equal_distance_speed,direct,1024,1947/46,,False,False,False,incomplete,4096,66.28642374999981
equal_distance_speed-01-direct,equal_distance_speed-01,equal_distance_speed,direct,4096,1947/46,,False,False,False,incomplete,4096,66.28642374999981
equal_distance_speed-01-reworded,equal_distance_speed-01,equal_distance_speed,reworded,256,1947/46,,False,False,False,incomplete,3750,61.40819858400209
equal_distance_speed-01-reworded,equal_distance_speed-01,equal_distance_speed,reworded,1024,1947/46,,False,False,False,incomplete,3750,61.40819858400209
equal_distance_speed-01-reworded,equal_distance_speed-01,equal_distance_speed,reworded,4096,1947/46,1947/46,True,True,True,correct,3750,61.40819858400209
equal_distance_speed-02-direct,equal_distance_speed-02,equal_distance_speed,direct,256,4845/71,,False,False,False,incomplete,1359,21.9754284169976
equal_distance_speed-02-direct,equal_distance_speed-02,equal_distance_speed,direct,1024,4845/71,,False,False,False,incomplete,1359,21.9754284169976
equal_distance_speed-02-direct,equal_distance_speed-02,equal_distance_speed,direct,4096,4845/71,4845/71,True,True,True,correct,1359,21.9754284169976
equal_distance_speed-02-reworded,equal_distance_speed-02,equal_distance_speed,reworded,256,4845/71,,False,False,False,incomplete,2541,41.15481324999928
equal_distance_speed-02-reworded,equal_distance_speed-02,equal_distance_speed,reworded,1024,4845/71,,False,False,False,incomplete,2541,41.15481324999928
equal_distance_speed-02-reworded,equal_distance_speed-02,equal_distance_speed,reworded,4096,4845/71,4845/71,True,True,True,correct,2541,41.15481324999928
equal_distance_speed-03-direct,equal_distance_speed-03,equal_distance_speed,direct,256,336/19,,False,False,False,incomplete,1627,26.339200499998697
equal_distance_speed-03-direct,equal_distance_speed-03,equal_distance_speed,direct,1024,336/19,,False,False,False,incomplete,1627,26.339200499998697
equal_distance_speed-03-direct,equal_distance_speed-03,equal_distance_speed,direct,4096,336/19,336/19,True,True,True,correct,1627,26.339200499998697
equal_distance_speed-03-reworded,equal_distance_speed-03,equal_distance_speed,reworded,256,336/19,,False,False,False,incomplete,4096,66.35284699999829
equal_distance_speed-03-reworded,equal_distance_speed-03,equal_distance_speed,reworded,1024,336/19,,False,False,False,incomplete,4096,66.35284699999829
equal_distance_speed-03-reworded,equal_distance_speed-03,equal_distance_speed,reworded,4096,336/19,,False,False,False,incomplete,4096,66.35284699999829
equal_distance_speed-04-direct,equal_distance_speed-04,equal_distance_speed,direct,256,2088/65,,False,False,False,incomplete,1869,30.441459000001487
equal_distance_speed-04-direct,equal_distance_speed-04,equal_distance_speed,direct,1024,2088/65,,False,False,False,incomplete,1869,30.441459000001487
equal_distance_speed-04-direct,equal_distance_speed-04,equal_distance_speed,direct,4096,2088/65,2088/65,True,True,True,correct,1869,30.441459000001487
equal_distance_speed-04-reworded,equal_distance_speed-04,equal_distance_speed,reworded,256,2088/65,,False,False,False,incomplete,2391,39.67158254199967
equal_distance_speed-04-reworded,equal_distance_speed-04,equal_distance_speed,reworded,1024,2088/65,,False,False,False,incomplete,2391,39.67158254199967
equal_distance_speed-04-reworded,equal_distance_speed-04,equal_distance_speed,reworded,4096,2088/65,2088/65,True,True,True,correct,2391,39.67158254199967
equal_distance_speed-05-direct,equal_distance_speed-05,equal_distance_speed,direct,256,2511/29,,False,False,False,incomplete,3661,61.00168287499764
equal_distance_speed-05-direct,equal_distance_speed-05,equal_distance_speed,direct,1024,2511/29,,False,False,False,incomplete,3661,61.00168287499764
equal_distance_speed-05-direct,equal_distance_speed-05,equal_distance_speed,direct,4096,2511/29,2511/29,True,True,True,correct,3661,61.00168287499764
equal_distance_speed-05-reworded,equal_distance_speed-05,equal_distance_speed,reworded,256,2511/29,,False,False,False,incomplete,2354,39.16466437499912
equal_distance_speed-05-reworded,equal_distance_speed-05,equal_distance_speed,reworded,1024,2511/29,,False,False,False,incomplete,2354,39.16466437499912
equal_distance_speed-05-reworded,equal_distance_speed-05,equal_distance_speed,reworded,4096,2511/29,2511/29,True,True,True,correct,2354,39.16466437499912
equal_distance_speed-06-direct,equal_distance_speed-06,equal_distance_speed,direct,256,3792/103,,False,False,False,incomplete,4096,69.4913262500013
equal_distance_speed-06-direct,equal_distance_speed-06,equal_distance_speed,direct,1024,3792/103,,False,False,False,incomplete,4096,69.4913262500013
equal_distance_speed-06-direct,equal_distance_speed-06,equal_distance_speed,direct,4096,3792/103,,False,False,False,incomplete,4096,69.4913262500013
equal_distance_speed-06-reworded,equal_distance_speed-06,equal_distance_speed,reworded,256,3792/103,,False,False,False,incomplete,2348,42.88673079200089
equal_distance_speed-06-reworded,equal_distance_speed-06,equal_distance_speed,reworded,1024,3792/103,,False,False,False,incomplete,2348,42.88673079200089
equal_distance_speed-06-reworded,equal_distance_speed-06,equal_distance_speed,reworded,4096,3792/103,3792/103,True,True,True,correct,2348,42.88673079200089
equal_distance_speed-07-direct,equal_distance_speed-07,equal_distance_speed,direct,256,225/4,,False,False,False,incomplete,1474,28.77563191599984
equal_distance_speed-07-direct,equal_distance_speed-07,equal_distance_speed,direct,1024,225/4,,False,False,False,incomplete,1474,28.77563191599984
equal_distance_speed-07-direct,equal_distance_speed-07,equal_distance_speed,direct,4096,225/4,225/4,True,True,True,correct,1474,28.77563191599984
equal_distance_speed-07-reworded,equal_distance_speed-07,equal_distance_speed,reworded,256,225/4,,False,False,False,incomplete,2745,51.81871658300224
equal_distance_speed-07-reworded,equal_distance_speed-07,equal_distance_speed,reworded,1024,225/4,,False,False,False,incomplete,2745,51.81871658300224
equal_distance_speed-07-reworded,equal_distance_speed-07,equal_distance_speed,reworded,4096,225/4,225/4,True,True,True,correct,2745,51.81871658300224
noncoprime_congruences-00-direct,noncoprime_congruences-00,noncoprime_congruences,direct,256,0/1,,False,False,False,incomplete,3887,74.91591487500409
noncoprime_congruences-00-direct,noncoprime_congruences-00,noncoprime_congruences,direct,1024,0/1,,False,False,False,incomplete,3887,74.91591487500409
noncoprime_congruences-00-direct,noncoprime_congruences-00,noncoprime_congruences,direct,4096,0/1,0,True,True,True,correct,3887,74.91591487500409
noncoprime_congruences-00-reworded,noncoprime_congruences-00,noncoprime_congruences,reworded,256,0/1,,False,False,False,incomplete,1365,27.60772949999955
noncoprime_congruences-00-reworded,noncoprime_congruences-00,noncoprime_congruences,reworded,1024,0/1,,False,False,False,incomplete,1365,27.60772949999955
noncoprime_congruences-00-reworded,noncoprime_congruences-00,noncoprime_congruences,reworded,4096,0/1,0,True,True,True,correct,1365,27.60772949999955
noncoprime_congruences-01-direct,noncoprime_congruences-01,noncoprime_congruences,direct,256,7/1,,False,False,False,incomplete,3149,63.78035829200235
noncoprime_congruences-01-direct,noncoprime_congruences-01,noncoprime_congruences,direct,1024,7/1,,False,False,False,incomplete,3149,63.78035829200235
noncoprime_congruences-01-direct,noncoprime_congruences-01,noncoprime_congruences,direct,4096,7/1,7,True,True,True,correct,3149,63.78035829200235
noncoprime_congruences-01-reworded,noncoprime_congruences-01,noncoprime_congruences,reworded,256,7/1,,False,False,False,incomplete,4096,95.93086312499508
noncoprime_congruences-01-reworded,noncoprime_congruences-01,noncoprime_congruences,reworded,1024,7/1,,False,False,False,incomplete,4096,95.93086312499508
noncoprime_congruences-01-reworded,noncoprime_congruences-01,noncoprime_congruences,reworded,4096,7/1,,False,False,False,incomplete,4096,95.93086312499508
noncoprime_congruences-02-direct,noncoprime_congruences-02,noncoprime_congruences,direct,256,18/1,,False,False,False,incomplete,2780,64.22270541599573
noncoprime_congruences-02-direct,noncoprime_congruences-02,noncoprime_congruences,direct,1024,18/1,,False,False,False,incomplete,2780,64.22270541599573
noncoprime_congruences-02-direct,noncoprime_congruences-02,noncoprime_congruences,direct,4096,18/1,18,True,True,True,correct,2780,64.22270541599573
noncoprime_congruences-02-reworded,noncoprime_congruences-02,noncoprime_congruences,reworded,256,18/1,,False,False,False,incomplete,2356,54.51007766700059
noncoprime_congruences-02-reworded,noncoprime_congruences-02,noncoprime_congruences,reworded,1024,18/1,,False,False,False,incomplete,2356,54.51007766700059
noncoprime_congruences-02-reworded,noncoprime_congruences-02,noncoprime_congruences,reworded,4096,18/1,18,True,True,True,correct,2356,54.51007766700059
noncoprime_congruences-03-direct,noncoprime_congruences-03,noncoprime_congruences,direct,256,0/1,,False,False,False,incomplete,3530,83.49664358299924
noncoprime_congruences-03-direct,noncoprime_congruences-03,noncoprime_congruences,direct,1024,0/1,,False,False,False,incomplete,3530,83.49664358299924
noncoprime_congruences-03-direct,noncoprime_congruences-03,noncoprime_congruences,direct,4096,0/1,0,True,True,True,correct,3530,83.49664358299924
noncoprime_congruences-03-reworded,noncoprime_congruences-03,noncoprime_congruences,reworded,256,0/1,,False,False,False,incomplete,4096,99.32261770900368
noncoprime_congruences-03-reworded,noncoprime_congruences-03,noncoprime_congruences,reworded,1024,0/1,,False,False,False,incomplete,4096,99.32261770900368
noncoprime_congruences-03-reworded,noncoprime_congruences-03,noncoprime_congruences,reworded,4096,0/1,,False,False,False,incomplete,4096,99.32261770900368
noncoprime_congruences-04-direct,noncoprime_congruences-04,noncoprime_congruences,direct,256,0/1,,False,False,False,incomplete,4096,102.65265087500302
noncoprime_congruences-04-direct,noncoprime_congruences-04,noncoprime_congruences,direct,1024,0/1,,False,False,False,incomplete,4096,102.65265087500302
noncoprime_congruences-04-direct,noncoprime_congruences-04,noncoprime_congruences,direct,4096,0/1,,False,False,False,incomplete,4096,102.65265087500302
noncoprime_congruences-04-reworded,noncoprime_congruences-04,noncoprime_congruences,reworded,256,0/1,,False,False,False,incomplete,2555,62.86263191699982
noncoprime_congruences-04-reworded,noncoprime_congruences-04,noncoprime_congruences,reworded,1024,0/1,,False,False,False,incomplete,2555,62.86263191699982
noncoprime_congruences-04-reworded,noncoprime_congruences-04,noncoprime_congruences,reworded,4096,0/1,0,True,True,True,correct,2555,62.86263191699982
noncoprime_congruences-05-direct,noncoprime_congruences-05,noncoprime_congruences,direct,256,0/1,,False,False,False,incomplete,4096,71.42272550000052
noncoprime_congruences-05-direct,noncoprime_congruences-05,noncoprime_congruences,direct,1024,0/1,,False,False,False,incomplete,4096,71.42272550000052
noncoprime_congruences-05-direct,noncoprime_congruences-05,noncoprime_congruences,direct,4096,0/1,,False,False,False,incomplete,4096,71.42272550000052
noncoprime_congruences-05-reworded,noncoprime_congruences-05,noncoprime_congruences,reworded,256,0/1,,False,False,False,incomplete,4096,85.91833858300379
noncoprime_congruences-05-reworded,noncoprime_congruences-05,noncoprime_congruences,reworded,1024,0/1,,False,False,False,incomplete,4096,85.91833858300379
noncoprime_congruences-05-reworded,noncoprime_congruences-05,noncoprime_congruences,reworded,4096,0/1,,False,False,False,incomplete,4096,85.91833858300379
noncoprime_congruences-06-direct,noncoprime_congruences-06,noncoprime_congruences,direct,256,23/1,,False,False,False,incomplete,4096,88.89958366700012
noncoprime_congruences-06-direct,noncoprime_congruences-06,noncoprime_congruences,direct,1024,23/1,,False,False,False,incomplete,4096,88.89958366700012
noncoprime_congruences-06-direct,noncoprime_congruences-06,noncoprime_congruences,direct,4096,23/1,,False,False,False,incomplete,4096,88.89958366700012
noncoprime_congruences-06-reworded,noncoprime_congruences-06,noncoprime_congruences,reworded,256,23/1,,False,False,False,incomplete,2884,60.06761108399951
noncoprime_congruences-06-reworded,noncoprime_congruences-06,noncoprime_congruences,reworded,1024,23/1,,False,False,False,incomplete,2884,60.06761108399951
noncoprime_congruences-06-reworded,noncoprime_congruences-06,noncoprime_congruences,reworded,4096,23/1,23,True,True,True,correct,2884,60.06761108399951
noncoprime_congruences-07-direct,noncoprime_congruences-07,noncoprime_congruences,direct,256,0/1,,False,False,False,incomplete,3366,71.74820624999847
noncoprime_congruences-07-direct,noncoprime_congruences-07,noncoprime_congruences,direct,1024,0/1,,False,False,False,incomplete,3366,71.74820624999847
noncoprime_congruences-07-direct,noncoprime_congruences-07,noncoprime_congruences,direct,4096,0/1,0,True,True,True,correct,3366,71.74820624999847
noncoprime_congruences-07-reworded,noncoprime_congruences-07,noncoprime_congruences,reworded,256,0/1,,False,False,False,incomplete,2849,61.11575654199987
noncoprime_congruences-07-reworded,noncoprime_congruences-07,noncoprime_congruences,reworded,1024,0/1,,False,False,False,incomplete,2849,61.11575654199987
noncoprime_congruences-07-reworded,noncoprime_congruences-07,noncoprime_congruences,reworded,4096,0/1,0,True,True,True,correct,2849,61.11575654199987
