id,pair,family,variant,budget,expected,parsed,complete,correct,formatted_answer_matches,reason,tokens,seconds
changing_percentage_base-03-direct,changing_percentage_base-03,changing_percentage_base,direct,4096,122/25,,False,False,False,incomplete,4096,105.7291544999971
changing_percentage_base-03-reworded,changing_percentage_base-03,changing_percentage_base,reworded,256,122/25,,False,False,False,incomplete,3550,94.19192720799765
changing_percentage_base-03-reworded,changing_percentage_base-03,changing_percentage_base,reworded,1024,122/25,,False,False,False,incomplete,3550,94.19192720799765
changing_percentage_base-03-reworded,changing_percentage_base-03,changing_percentage_base,reworded,4096,122/25,122/25,True,True,True,correct,3550,94.19192720799765
changing_percentage_base-04-direct,changing_percentage_base-04,changing_percentage_base,direct,256,-867/25,,False,False,False,incomplete,4096,113.92438916700485
changing_percentage_base-04-direct,changing_percentage_base-04,changing_percentage_base,direct,1024,-867/25,,False,False,False,incomplete,4096,113.92438916700485
changing_percentage_base-04-direct,changing_percentage_base-04,changing_percentage_base,direct,4096,-867/25,,False,False,False,incomplete,4096,113.92438916700485
changing_percentage_base-04-reworded,changing_percentage_base-04,changing_percentage_base,reworded,256,-867/25,,False,False,False,incomplete,4096,118.49292291700112
changing_percentage_base-04-reworded,changing_percentage_base-04,changing_percentage_base,reworded,1024,-867/25,,False,False,False,incomplete,4096,118.49292291700112
changing_percentage_base-04-reworded,changing_percentage_base-04,changing_percentage_base,reworded,4096,-867/25,,False,False,False,incomplete,4096,118.49292291700112
changing_percentage_base-05-direct,changing_percentage_base-05,changing_percentage_base,direct,256,-693/50,,False,False,False,incomplete,4096,121.6238154169987
changing_percentage_base-05-direct,changing_percentage_base-05,changing_percentage_base,direct,1024,-693/50,,False,False,False,incomplete,4096,121.6238154169987
changing_percentage_base-05-direct,changing_percentage_base-05,changing_percentage_base,direct,4096,-693/50,,False,False,False,incomplete,4096,121.6238154169987
changing_percentage_base-05-reworded,changing_percentage_base-05,changing_percentage_base,reworded,256,-693/50,,False,False,False,incomplete,4096,124.23761170799844
changing_percentage_base-05-reworded,changing_percentage_base-05,changing_percentage_base,reworded,1024,-693/50,,False,False,False,incomplete,4096,124.23761170799844
changing_percentage_base-05-reworded,changing_percentage_base-05,changing_percentage_base,reworded,4096,-693/50,,False,False,False,incomplete,4096,124.23761170799844
changing_percentage_base-06-direct,changing_percentage_base-06,changing_percentage_base,direct,256,-29/2,,False,False,False,incomplete,4096,124.61876091699378
changing_percentage_base-06-direct,changing_percentage_base-06,changing_percentage_base,direct,1024,-29/2,,False,False,False,incomplete,4096,124.61876091699378
changing_percentage_base-06-direct,changing_percentage_base-06,changing_percentage_base,direct,4096,-29/2,,False,False,False,incomplete,4096,124.61876091699378
changing_percentage_base-06-reworded,changing_percentage_base-06,changing_percentage_base,reworded,256,-29/2,,False,False,False,incomplete,4096,124.05089783400035
changing_percentage_base-06-reworded,changing_percentage_base-06,changing_percentage_base,reworded,1024,-29/2,,False,False,False,incomplete,4096,124.05089783400035
changing_percentage_base-06-reworded,changing_percentage_base-06,changing_percentage_base,reworded,4096,-29/2,,False,False,False,incomplete,4096,124.05089783400035
changing_percentage_base-07-direct,changing_percentage_base-07,changing_percentage_base,direct,256,-2797/100,,False,False,False,incomplete,4096,124.59112833299878
changing_percentage_base-07-direct,changing_percentage_base-07,changing_percentage_base,direct,1024,-2797/100,,False,False,False,incomplete,4096,124.59112833299878
changing_percentage_base-07-direct,changing_percentage_base-07,changing_percentage_base,direct,4096,-2797/100,,False,False,False,incomplete,4096,124.59112833299878
changing_percentage_base-07-reworded,changing_percentage_base-07,changing_percentage_base,reworded,256,-2797/100,,False,False,False,incomplete,4096,124.8602197500004
changing_percentage_base-07-reworded,changing_percentage_base-07,changing_percentage_base,reworded,1024,-2797/100,,False,False,False,incomplete,4096,124.8602197500004
changing_percentage_base-07-reworded,changing_percentage_base-07,changing_percentage_base,reworded,4096,-2797/100,,False,False,False,incomplete,4096,124.8602197500004
